#-----------------------------------------------------------
#Multiread test 1 : 3 reads repeated 4 times each, no overlap
#-----------------------------------------------------------
chr4	+	100	36	0.25
chr4	-	200	36	0.25
chr4	+	600	36	0.25
chr4	-	700	36	0.25
chr4	+	800	36	0.25
chr4	-	900	36	0.25
chr4	+	300	36	0.25
chr4	-	400	36	0.25
chr4	+	350	36	0.25
chr4	-	500	36	0.25
chr4	+	850	36	0.25
chr4	-	1000	36	0.25
#-----------------------------------------------------------------------------------
#Multiread test 2 : 2 reads repeated 4 times each, 1 read repeated 3 times, no overlap
#-----------------------------------------------------------------------------------
chr5	+	100	36	0.25
chr5	-	200	36	0.25
chr5	+	600	36	0.25
chr5	-	700	36	0.25
chr5	+	300	36	0.25
chr5	-	400	36	0.25
chr5	+	800	36	0.25
chr5	-	900	36	0.25
chr5	+	350	36	0.33333333
chr5	-	500	36	0.33333333
chr5	+	850	36	0.33333333
# -----------------------------------------------------------------------------------
# Multiread test 3 : 3 reads repeated 4 times each, with overlaps
# -----------------------------------------------------------------------------------
chr6	+	100	36	0.25
chr6	+	200	36	0.25
chr6	+	320	36	0.25
chr6	+	430	36	0.25
chr6	+	370	36	0.25
chr6	+	450	36	0.25
chr6	+	300	36	0.25
chr6	+	400	36	0.25
chr6	+	350	36	0.25
chr6	+	500	36	0.25
chr6	+	520	36	0.25
chr6	+	540	36	0.25
# -----------------------------------------------------------------------------------
# Multiread test 5 : 4 reads repeated 3 times each, with artefact
# -----------------------------------------------------------------------------------
chr7	+	100	36	0.33333333
chr7	+	200	36	0.33333333
chr7	+	500	36	0.33333333
chr7	+	300	36	0.33333333
chr7	+	400	36	0.33333333
chr7	+	520	36	0.33333333
chr7	+	100	36	0.33333333
chr7	+	200	36	0.33333333
chr7	+	500	36	0.33333333
chr7	+	100	36	0.33333333
chr7	+	200	36	0.33333333
chr7	+	500	36	0.33333333

